name
"Butler, Maude Mary"
"Davies, R. Rice"
"Halévy, Ludovic"
"Maurice, C. Edmund (Charles Edmund)"
"Conway, William Martin, Sir"
"Barrie, J. M. (James Matthew)"
"Leahy, William Augustine"
"Shutter, Marion D. (Marion Daniel)"
"Hope, Anthony"
"Micheaux, Oscar"
"Molesworth, Mrs."
"Halévy, Ludovic"
"Hirtzler, Victor"
"Dewey, John"
"Riddell, J. H., Mrs."
"Molesworth, Mrs."
"MacKenzie, Compton"
"Richards, Laura Elizabeth Howe"
"Klaczko, Julian"
"Halévy, Ludovic"
"Villamaria"
"Bouton, S. Miles (Stephen Miles)"
"Fowler, Frank"
"Tefft, Lyman Beecher"
"Molesworth, Mrs."
"Tuckerman, Bayard"
"Chalmers, Patrick"
"Halévy, Ludovic"
"Whitehill, Dorothy"
"Stratton, Stephen S. (Stephen Samuel)"
"Pangborn, Edgar"
"Breckenridge, Gerald"
"Verrill, A. Hyatt (Alpheus Hyatt)"
"Fowler, Frank"
"Fowler, Frank"
"Coppée, François"
"Lea, Henry Charles"
"Millais, John Guille"
"Chadwick, Lester"
"Various"
"Maile, John Levi"
"Barbellion, W. N. P."
"Haffner-Ginger, Bertha"
"Marshall, Archibald"
"Lamszus, Wilhelm"
"Coppée, François"
"Simpson, W. T. (Wilfrid Tord)"
"Johnston, Annie F. (Annie Fellows)"
"Unknown Author"
"Johnston, Annie F. (Annie Fellows)"
"Johnston, Annie F. (Annie Fellows)"
"Marshall, Archibald"
"Johnston, Annie F. (Annie Fellows)"
"Various"
"Johnston, Annie F. (Annie Fellows)"
"Johnston, Annie F. (Annie Fellows)"
"Stockton, Frank Richard"
"Coppée, François"
"Riaño, Juan F. (Juan Facundo)"
"McGilchrist, John"
"Bateman, H. M. (Henry Mayo)"
"Bussigny, H. L. de (Henry L. de)"
"Kemp, Matthew Stanley"
"Schoolcraft, Henry Rowe"
"Rydberg, Viktor"
"Clements, Colin"
"Coppée, François"
"Kerr, W. A. (William Alexander)"
"Riddell, J. H., Mrs."
"Longueville, Thomas"
"Nichols, Robert"
"Head, Francis Bond, Sir"
"Henty, G. A. (George Alfred)"
"Hutton, Laurence"
"Coppée, François"
"Van Millingen, Alexander"
"Cook, Samuel"
"Mangasarian, M. M. (Mangasar Mugurditch)"
"Simpson, W. T. (Wilfrid Tord)"
"Nesbit, Wilbur D. (Wilbur Dick)"
"Unknown Author"
"Plummer, Alfred"
"Reed, Helen Leah"
"Bourget, Paul"
"Lamon, Ward Hill"
"Gould, Nat"
"Various"
"Various"
"Unknown Author"
"Philo"
"Anonymous"
"Bourget, Paul"
"Iriarte, Tomás de"
"Johnston, Annie F. (Annie Fellows)"
"Younghusband, Francis Edward, Sir"
"Goldfrap, John Henry"
"Crane, Stephen"
"Stephens, Ann S. (Ann Sophia)"
"Hawkes, Clarence"
"Nelson, Ernesto"
"Unknown Author"
"Bourget, Paul"
"Fox, Frank"
"Brebner, Percy James"
"Croce, Benedetto"
"Froude, James Anthony"
"Waugh, Arthur"
"Strunsky, Simeon"
"Turner, Lucien M. (Lucien McShan)"
"Bourget, Paul"
"MacKenzie, Compton"
"Riddell, J. H., Mrs."
"Molesworth, Mrs."
"Johnston, B. (Bertha)"
"Zimmern, Helen"
"Simson, Walter"
"Thorne, Guy"
"Lindsey, William"
"Bourget, Paul"
"Bateman, Frederick, Sir"
"Rolland, Romain"
"Wheatley, Henry B. (Henry Benjamin)"
"Bright, Henry Arthur"
"Webb, W. E. (William Edward)"
"Sargent, Lucius M. (Lucius Manlius)"
"Various"
"Longmans, Green, and Co."
"Bentzon, Th."
"Jameson, Mrs. (Anna)"
"Bashford, H. H. (Henry Howarth), Sir"
"Bangs, John Kendrick"
"Bowditch, Charles P. (Charles Pickering)"
"Knight, E. F. (Edward Frederick)"
"Fea, Allan"
"Rau, Charles"
"Fox, Frank"
"Rives, Hallie Erminie"
"Bentzon, Th."
"Hoover, Cynthia A. (Cynthia Adams)"
"Woodbury, Walter E."
"Wood, Henry, Mrs."
"Wood, Henry, Mrs."
"Hug, Lina"
"Wolff, Henry W. (Henry William)"
"Bindloss, Harold"
"Milton, John"
"Bentzon, Th."
"Various"
"Bloss, C. A. (Celestia Angenette)"
"Comte, Auguste"
"Unknown Author"
"Meade, L. T."
"Burgess, Thornton W. (Thornton Waldo)"
"Unknown Author"
"Dargan, Olive Tilford"
"Daggett, Mary Stewart"
"Bentzon, Th."
"Trollope, Frances Milton"
"Hallam, Henry"
"Bowker, James"
"Poincaré, Henri"
"Sears, Roebuck and Company"
"Watson, Nowell Lake"
"Hawthorne, Nathaniel"
"Doyle, Arthur Conan"
"Bazin, René"
"Herbert, Hilary A. (Hilary Abner)"
"Hazen, Edward"
"Figuier, Louis"
"Pollard, Percival"
"Cary, Elisabeth Luther"
"Ellis, George"
"Watson, Robert A. (Robert Alexander)"
"Stables, Gordon"
"Stables, Gordon"
"Bazin, René"
"Williamson, A. M. (Alice Muriel)"
"Boothby, Guy"
"Chipman, William P. (William Pendleton)"
"Cooley, Arnold James"
"Ledderhose, Karl Friedrich"
"Lindley, Augustus F."
"Bazin, René"
"Hawley, W. A. (Walter Augustus)"
"Richards, Laura Elizabeth Howe"
"Ovington, Mary White"
"Camp, Walter"
"Bjørnson, Bjørnstjerne"
"Ouida"
"Berkeley, George"
"Heeren, A. H. L. (Arnold Hermann Ludwig)"
"Molesworth, Mrs."
"Dresser, Christopher"
"Bazin, René"
"Unknown Author"
"Guyer, Michael F. (Michael Frederic)"
"Croker, Thomas Crofton"
"Consolation Club"
"Huneker, James"
"O'Connor, Daniel"
"Bangs, John Kendrick"
"Richardson, Major (John)"
"Unknown Author"
"Daudet, Alphonse"
"Francis, Francis"
"Watson, Herbert"
"Unknown Author"
"Smith, George Adam"
"Parkman, Francis"
"Tweedale, Violet"
"Daudet, Alphonse"
"Various"
"Hadow, W. H. (William Henry)"
"Sauzade, John S."
"Hoyer, Mary"
"Various"
"Hogg, James"
"Benton, Frank"
"Bangs, John Kendrick"
"Bailey, L. H. (Liberty Hyde)"
"Daudet, Alphonse"
"Brigham, William Tufts"
"Pollard, Percival"
"Guiney, Louise Imogen"
"Hulme, T. E. (Thomas Ernest)"
"Unknown Author"
"Vogel, Robert M."
"Orczy, Emmuska Orczy, Baroness"
"Orczy, Emmuska Orczy, Baroness"
"Rainy, Robert"
"Hemstreet, Charles"
"Daudet, Alphonse"
"Carnegie, Andrew"
"Shearer, Herbert A."
"Steel, Flora Annie Webster"
"Steel, Flora Annie Webster"
"Sherman, Francis"
"Sherman, Francis"
"Sherman, Francis"
"Warner, Frank A."
"Platt, Rutherford Hayes"
"Daudet, Alphonse"
"Strang, Herbert"
"Strang, Herbert"
"Bashford, H. H. (Henry Howarth), Sir"
"Chambers, William, Sir"
"Southey, Robert"
"Frazar, Douglas"
"Brine, Mary D. (Mary Dow)"
"Mears, James R."
"Morgan, Godfrey Charles"
"Bernard, Charles de"
"Steel, Flora Annie Webster"
"Molesworth, Mrs."
"Steel, Flora Annie Webster"
"Belknap, Helen Olive"
"Brooks, Sarah Warner"
"Garnett, Richard"
"E.P. Dutton (Firm)"
"Ayres, S. G. (Samuel Gardiner)"
"Bernard, Charles de"
"Bangs, John Kendrick"
"Steel, Flora Annie Webster"
"Meige, Henry"
"Hamilton, Schuyler"
"Gunter, Archibald Clavering"
"Pangborn, Edgar"
"Emerson, Ralph Waldo"
"Wegelin, Oscar"
"Gerry, Margarita Spalding"
"Bernard, Charles de"
"Tanner, Thomas Hawkes"
"Worthington, A. M. (Arthur Mason)"
"Steel, Flora Annie Webster"
"Molesworth, Mrs."
"Deledda, Grazia"
"Hungerford, Edward"
"Tyack, Geo. S. (George Smith)"
"Bernard, Charles de"
"Various"
"Blind, Mathilde"
"Pollard, Alfred W. (Alfred William)"
"Various"
"Steel, Flora Annie Webster"
"Steel, Flora Annie Webster"
"Bernard, Charles de"
"Doubleday, Russell"
"Shorter, Clement King"
"Various"
"French, Harry W. (Harry Willard)"
"Various"
"Epictetus"
"Burton, Henry"
"Steel, Flora Annie Webster"
"Du Maurier, George"
"Malot, Hector"
"Robertson, J. M. (John Mackinnon)"
"Unknown Author"
"Emerson, Ralph Waldo"
"Montessori, Maria"
"McDonald, W. (William)"
"Clifford, W. K., Mrs."
"Stevenson, Edward Luther"
"Stevenson, Edward Luther"
"Baum, L. Frank (Lyman Frank)"
"E.I. du Pont de Nemours & Company"
"Malot, Hector"
"Duffield, J. W."
"Bangs, John Kendrick"
"Hogg, James"
"Allies, T. W. (Thomas William)"
"Lajpat Rai, Lala"
"Cook, Emily Constance Baird"
"Farjeon, B. L. (Benjamin Leopold)"
"Farjeon, B. L. (Benjamin Leopold)"
"Malot, Hector"
"Ralph, Julian"
"Eggleston, Edward"
"Blumenthal, Daniel"
"Wright, Willard Huntington"
"Beddard, Frank E. (Frank Evers)"
"Saurusaitis, Peter"
"Malot, Hector"
"Fuseli, Henry"
"Pemberton, Max"
"Croal, Thomas Allan"
"Maxim, Hudson"
"Kenrick, John"
"Clark, Gordon"
"Seaman, Augusta Huiell"
"Layard, Austen Henry"
"Schoolcraft, Henry Rowe"
"Hooker, Forrestine C. (Forrestine Cooper)"
"Alger, Horatio, Jr."
"Malot, Hector"
"Seaman, Augusta Huiell"
"Devereux, Blanche"
"Calman, W. T. (William Thomas)"
"Marshall, Archibald"
"Boothby, Guy"
"Pangborn, Edgar"
"Various"
"Freneau, Philip Morin"
"Loti, Pierre"
"Gosse, Philip Henry"
"Castle, Henry A. (Henry Anson)"
"Strang, Herbert"
"Cox, Samuel"
"García Cubas, Antonio"
"Roosevelt, Theodore"
"Labelle, Claude A."
"Rae, John"
"Browne, J. Ross (John Ross)"
"Loti, Pierre"
"Palmer, Frederick Danby"
"Eggleston, George Cary"
"Barbour, Ralph Henry"
"Machar, Agnes Maule"
"Ford, Ernest"
"Knight, Helen C. (Helen Cross)"
"Thwaites, Reuben Gold"
"Wallace, Alfred Russel"
"Gilpin, William"
"Loti, Pierre"
"Cole, Sophie"
"Sterrett, Frances R. (Frances Roberta)"
"Hardwick, Charles"
"Bridge, Frederick"
"Corkran, Alice"
"Hooker, Forrestine C. (Forrestine Cooper)"
"Loti, Pierre"
"McIntyre, John Thomas"
"Adeney, Walter F. (Walter Frederic)"
"Binns, Henry Bryan"
"Konody, Paul G. (Paul George)"
"Fern, Fanny"
"Bangs, John Kendrick"
"Maxwell, Herbert, Sir"
"Veblen, Thorstein"
"Loti, Pierre"
"Gibbs, Philip"
"Various"
"Foster, Thomas, of Washington, D.C."
"Jusserand, J. J. (Jean Jules)"
"Nietzsche, Friedrich Wilhelm"
"Adeney, Walter F. (Walter Frederic)"
"Iowa Press and Authors' Club"
"Fitch, Henry S. (Henry Sheldon)"
"Hogg, James"
"Souvestre, Émile"
"Browne, Thomas, Sir"
"Browne, Thomas, Sir"
"Browne, Thomas, Sir"
"Dietzgen, Joseph"
"Boone and Crockett Club"
"Paterson, James"
"Patton, Carl S. (Carl Safford)"
"Newbigging, Thomas"
"Hunter, George W. (George William)"
"Souvestre, Émile"
"Gallizier, Nathan"
"Browne, Abdullah"
"Stowe, Harriet Beecher"
"Clark, Barrett H. (Barrett Harper)"
"Cambron, James W."
"Audubon, John James"
"Spencer, Herbert"
"Hyde, James Wilson"
"Audubon, John James"
"Souvestre, Émile"
"Melville, Lewis"
"Melville, Lewis"
"Scotus, Johannes"
"Scotus, Johannes"
"Williamson, A. M. (Alice Muriel)"
"Steel, Flora Annie Webster"
"Steiner, Rudolf"
"Steel, Flora Annie Webster"
"Beale, Sophia"
"Souvestre, Émile"
"Steel, Flora Annie Webster"
"Foster, Olive Hyde"
"Wood, Clement"
"Ryan, Marah Ellis"
"Lanzi, Luigi"
"Russell, A. P. (Addison Peale)"
"Muybridge, Eadweard"
"Thorne, Guy"
"Lincoln, Abraham"
"Kochmer, Jonathan"
"Teasdale, Sara"
"Various"
"Rothschild, Lionel Walter Rothschild, Baron"
"Ellis, Beth"
"Berthold, Victor Maximilian"
"Pyke, William T. (William Thomas)"
"Coster, Charles de"
"Webb, Robert G."
"Wallace, Ellen"
"Carter, Harry"
"Various"
"Unknown Author"
"Stoddard, Charles Warren"
"Eggleston, George Cary"
"Buchan, John"
"Griggs, Edward Howard"
"Hughes, Rupert"
"White, Samuel Alexander"
"Henshall, James A. (James Alexander)"
"Pike, Warburton"
"Gaboriau, Emile"
"Mitton, G. E. (Geraldine Edith)"
"Mills, Charles"
"Mills, Charles"
"Turbayne, A. A. (Albert Angus)"
"Sterrett, Frances R. (Frances Roberta)"
"Various"
"Wormser, G. Ranger (Gwendolyn Ranger)"
"Davenport, Cyril"
"Spink, Henry"
"Shaw, Bernard"
"Planck, Max"
"Timbs, John"
"Hale, Susan"
"Wirt, Mildred A. (Mildred Augustine)"
"Scott, John Reed"
"Fairchild, Marian"
"Flynt, Josiah"
"Daughters of the American Revolution. Pittsburgh Chapter (Pittsburgh, Pa.)"
"Striker, Fran"
"Shaw, Bernard"
"Smith, C. E."
"Wirt, Mildred A. (Mildred Augustine)"
"Wirt, Mildred A. (Mildred Augustine)"
"Murray, Gilbert"
"Fithian, Philip Vickers"
"Steel, Flora Annie Webster"
"Tyler, William N. (William Nelson)"
"Various"
"Various"
"Carey, Rosa Nouchette"
"Bose, Jagadis Chandra"
"Van Slyke, D. O. (David Oyer)"
"Wallace, Ellen"
"Wallace, Ellen"
"Bechstein, Johann Matthäus"
"Unknown Author"
"Cook, Edward Tyas, Sir"
"Cook, Edward Tyas, Sir"
"Stockley, Cynthia"
"Wilcox, Ella Wheeler"
"Johnson, William Hallock"
"Various"
"Unknown Author"
"Wilcox, Ella Wheeler"
"Various"
"Mears, James R."
"Various"
"Hirst, W. A. (William Alfred)"
"Landor, Walter Savage"
"Various"
"Hemstreet, Charles"
"Westerman, Percy F. (Percy Francis)"
"Wolff, John U."
"Sue, Eugène"
"Campbell, John Campbell, Baron"
"Fetter, Frank A. (Frank Albert)"
"Flynt, Josiah"
"Saltus, Edgar"
"Landor, Walter Savage"
"Hudson, J. Paul"
"Blaikie, William Garden"
"Gardiner, Samuel Rawson"
"Carey, Rosa Nouchette"
"Various"
"Hungerford, Edward"
"Dewey, John"
"Patmore, Coventry"
"Various"
"Ballard, Robert"
"Bellamy, Thomas, of Guernsey"
"Various"
"Schopenhauer, Arthur"
"Various"
"Norris, Frank"
"Scott, Walter"
"Bent, Arthur Cleveland"
"Hazen, Edward"
"Hocking, Joseph"
"Bennett, Arnold"
"Cooper, James A."
"Chadwick, Lester"
"Quincy, John"
"Rohmer, Sax"
"Hornaday, William T. (William Temple)"
"Jonson, Ben"
"Krutzsch, Philip H. (Philip Henry)"
"Black, William"
"Phillips, Carleton J."
"Hulme, F. Edward (Frederick Edward)"
"Stephens, Ann S. (Ann Sophia)"
"Farquhar, Franklin Smith"
"Religious Tract Society (Great Britain)"
"Bidwell, Shelford"
"Perkins, Lucy Fitch"
"Etten, Gerard Van"
"Dawson, John William, Sir"
"Higgs, Mary"
"Unknown Author"
"Hungerford, Edward"
"Le Fanu, Joseph Sheridan"
"Unknown Author"
"Various"
"Harris, Miriam Coles"
"Byron, May Clarissa Gillington"
"Unknown Author"
"Ruffner, William Henry"
"Kock, Paul de"
"Belloc, Hilaire"
"Oliphant, Mrs. (Margaret)"
"Steel, Flora Annie Webster"
"Hayens, Herbert"
"Leblanc, Maurice"
"Steel, Flora Annie Webster"
"Steel, Flora Annie Webster"
"Steel, Flora Annie Webster"
"Parkman, Francis"
"Perrot, Georges"
"Various"
"McCutcheon, George Barr"
"Various"
"Pollock, Channing"
"Chipiez, Charles"
"O'Neill, Eugene"
"Fullerton, Georgiana"
"Drummond, William Henry"
"Anonymous"
"Holdsworth, Mary"
"Limburg Brouwer, P. A. S. van (Petrus Abraham Samuel)"
"Various"
"Elfer, William André"
"Panache, Madame"
"Panache, Madame"
"Mühlbach, L. (Luise)"
"Panache, Madame"
"Jeaffreson, John Cordy"
"Mayer, J. E."
"Vámbéry, Ármin"
"Edwards, H. Sutherland (Henry Sutherland)"
"Various"
"Smith, Harlan Ingersoll"
"Bennett, Arnold"
"Leblanc, Maurice"
"Smith, Laurence Yard"
"Various"
"Moore, George Foot"
"Cope, Thomas D. (Thomas Darlington)"
"Richards, Laura Elizabeth Howe"
"Speed, Nell"
"Speed, Nell"
"Speed, Nell"
"Ozaki, Yei Theodora"
"Opie, Amelia"
"Crawford, F. Marion (Francis Marion)"
"Brooks, Sarah Warner"
"Page, C. E. (Charles Edward)"
"Cole, Harry Ellsworth"
"Newbigin, Marion I. (Marion Isabel)"
"Kenrick, W. (William)"
"Wallace, Dillon"
"Buckman, James"
"Billings, Josh"
"Gardiner, Samuel Rawson"
"Unknown Author"
"Bailey, L. H. (Liberty Hyde)"
"Seymour, Alfred"
"Newby, C. J., Mrs."
"Tarkington, Booth"
"Leacock, Stephen"
"Pound, Ezra"
"Hartley, C. Gasquoine (Catherine Gasquoine)"
"Sharber, Kate Trimble"
"Leblanc, Maurice"
"Various"
"Abbott, Jacob"
"Wheeler, J. M. (Joseph Mazzini)"
"Wheeler, J. M. (Joseph Mazzini)"
"Carlile, Richard"
"Carpenter, Edward"
"Barrie, J. M. (James Matthew)"
"Remsburg, John E. (John Eleazer)"
"Carlile, Richard"
"Carlile, Richard"
"Davies, G. Christopher (George Christopher)"
"Muybridge, Eadweard"
"Bellett, J. G. (John Gifford)"
"Aimard, Gustave"
"Darwin, Charles"
"De Hurst, C."
"Various"
"Besant, Annie"
"Bowen, Benjamin Franklin"
"Dilke, Charles Wentworth, Sir"
"Héloïse"
"Irby, Richard"
"Shaw, Bernard"
"Strunsky, Simeon"
"Kellogg, J. J. (John Jackson)"
"Mitchell, C. L. (Charles L.)"
"Bennett, W. H. (William Henry)"
"Franklin, Benjamin"
"Baily, H. Lavinia, (Hannah Lavinia)"
"MacGregor, John"
"Shaw, Bernard"
"Olmsted, Denison"
"Machen, Arthur"
"Hungerford, Edward"
"Sayce, A. H. (Archibald Henry)"
"Jeffery, Reginald W. (Reginald Welbury)"
"Bartlett, Paul Alexander"
"Tregarthen, Enys"
"Egerton-Warburton, Geoffrey"
"O'Neill, Eugene"
"Crane, Walter"
"Hurll, Estelle M. (Estelle May)"
"Various"
"Eyerman, John"
"Duffield, J. W."
"Watkins, C. Malcolm"
"Crawford, Albert Cornelius"
"Huxley, Thomas Henry"
"Sheppard, Elizabeth Sara"
"O'Neill, Eugene"
"Chertkov, V. G. (Vladimir Grigorevich)"
"Standish, Burt L."
"Fern, Fanny"
"Dane, Clemence"
"Hawes, Charles Boardman"
"Westmacott, C. M. (Charles Molloy)"
"Various"
"United States. National Aeronautics and Space Administration"
"Rand, Edward A. (Edward Augustus)"
"Follen, Eliza Lee Cabot"
"Timmins, H. Thornhill (Henry Thornhill)"
"Lethaby, W. R. (William Richard)"
"Trotsky, Leon"
"Unknown Author"
"Various"
"Hale, Edward Everett"
"Brandeis, Madeline"
"Knight, E. F. (Edward Frederick)"
"Cellini, Benvenuto"
"Martineau, Harriet"
"Martineau, Harriet"
"Russell, Robert J."
"Andersen, H. C. (Hans Christian)"
"Knerr, M. E. (Michael E.)"
"Rihbany, Abraham Mitrie"
"Récy, Georges de"
"Laidlaw, George Frederick"
"Monro, D. B. (David Binning)"
"Dubourg, George"
"Follen, Eliza Lee Cabot"
"MacRitchie, David"
"Gibbons, Helen Davenport"
"Williams, Orlo"
"James, G. P. R. (George Payne Rainsford)"
"Bull, Sara Chapman Thorp"
"Davis, Richard Harding"
"Follen, Eliza Lee Cabot"
"Raymond, Evelyn"
"Unknown Author"
"Unknown Author"
"Stratemeyer, Edward"
"Fox, Frank"
"Cain, Georges"
"James, William"
"Bellew, Frank"
"Unknown"
"Unknown"
"Bates, Arlo"
"Various"
"Sharber, Kate Trimble"
"Thom, Charles"
"Trevelyan, Janet Penrose"
"Donnelly, Ignatius"
"Unknown Author"
"Nesbit, E. (Edith)"
"Pennell, Joseph"
"Various"
"Cleland, Robert"
"Cleland, Robert"
"Follen, Eliza Lee Cabot"
"Cleland, Robert"
"Cleland, Robert"
"Cleland, Robert"
"Cleland, Robert"
"Hudson, W. H. (William Henry)"
"Kock, Paul de"
"Tawney, R. H. (Richard Henry)"
"Hendryx, James B. (James Beardsley)"
"Bede, Cuthbert"
"L'Estrange, Roger, Sir"
"Moore, George Augustus"
"Kite, Elizabeth Sarah"
"Augustine, Saint, Bishop of Hippo"
"Donat, Josef"
"Bennett, Arnold"
"Young, Francis Brett"
"Frankau, Gilbert"
"Alcock, Deborah"
"Marsh, Richard"
"Marsh, Richard"
"Marsh, Richard"
"Pater, Walter"
"Linebarger, Paul Myron Anthony"
"Various"
"Marsh, Richard"
"Marsh, Richard"
"Timmins, H. Thornhill (Henry Thornhill)"
"Collins, W. W. (William Wiehe)"
"Franck, Harry Alverson"
"Unknown Author"
"Pater, Walter"
"Hall, Ansel F. (Ansel Franklin)"
"Thorne, Guy"
"Lindsay, B."
"Anonymous"
"Strang, Herbert"
"Malatesta, Errico"
"Johnston, Annie F. (Annie Fellows)"
"Codman, Ogden"
"Beach, Edward L. (Edward Latimer)"
"Gehres, Ethel Maltby"
"Pater, Walter"
"Various"
"Bowman, Florence L."
"Martyn, Wyndham"
"Gandhi, Mahatma"
"Arlen, Michael"
"Stecher, Gilbert Erwin"
"Garrett, Erwin Clarkson"
"Pater, Walter"
"Anderson, David Allen"
"Riggs, Arthur Stanley"
"Engel, Carl"
"Engel, Carl"
"Harris, Miriam Coles"
"Crawford, F. Marion (Francis Marion)"
"Martineau, James"
"Beveridge, Albert J. (Albert Jeremiah)"
"Beveridge, Albert J. (Albert Jeremiah)"
"Jonson, Ben"
"Marshall, Herbert, R. W. S."
"Gogh, Vincent van"
"Freeman, Edward A. (Edward Augustus)"
"Burnside, William"
"Smith, Ruel Perley"
"Various"
"Whitlock, Brand"
"Smiles, Samuel"
"Follen, Eliza Lee Cabot"
"Curtis, George Ticknor"
"Jackson, Gabrielle E. (Gabrielle Emilie)"
"Unknown Author"
"Rankin, Carroll Watson"
"Norton, William Harmon"
"Grey, Mrs. (Elizabeth Caroline)"
"Grey, Mrs. (Elizabeth Caroline)"
"Grey, Mrs. (Elizabeth Caroline)"
"Cholmondeley, Mary"
"Follen, Eliza Lee Cabot"
"Kitton, Frederic George"
"Binns, Charles Fergus"
"Patterson, Mabel"
"Hope, Anthony"
"Tower, Anna E."
"Porter, Rebecca N. (Rebecca Newman)"
"Wood, Henry, Mrs."
"Prichard, T. J. Llewelyn (Thomas Jeffery Llewelyn)"
"Mozart, Wolfgang Amadeus"
"Prichard, T. J. Llewelyn (Thomas Jeffery Llewelyn)"
"Loftie, W. J. (William John)"
"Milne, John Stewart"
"Unknown Author"
"Webster, Jean"
"Wentworth, Tappan"
"Hopkins, Mark"
"Wells, David Ames"
"Hardy, Thomas"
"Optic, Oliver"
"Stevens, Augusta de Grasse"
"Stevens, Augusta de Grasse"
"Stevens, Augusta de Grasse"
"Le Queux, William"
"Grote, George"
"Grote, George"
"Grote, George"
"Grote, George"
"Grote, George"
"Follen, Eliza Lee Cabot"
"Unknown Author"
"Byron, May Clarissa Gillington"
"Unknown Author"
"Mortimore, D."
"Unknown Author"
"Beveridge, Albert J. (Albert Jeremiah)"
"Tayler, James"
"Ransome, Arthur"
"Ransome, Arthur"
"Marsh, Richard"
"Melville, Herman"
"Marsh, Richard"
"Marsh, Richard"
"Marsh, Richard"
"Marsh, Richard"
"Marsh, Richard"
"Oppenheim, E. Phillips (Edward Phillips)"
"Eckenstein, Lina"
"Atwater, John Birdseye"
"Romanes, George John"
"Blackwood, Algernon"
"Hurlbut, Jesse Lyman"
"Gandhi, Mahatma"
"Johnston, Annie F. (Annie Fellows)"
"Johnston, Annie F. (Annie Fellows)"
"Machray, Robert"
"Loomis, Charles Battell"
"Brereton, F. S. (Frederick Sadleir)"
"Various"
"Lang, T. B. (Thomas Bamford)"
"Green, Anna Katharine"
"Watson, Robert A. (Robert Alexander)"
"Brooks, Sarah Warner"
"Haeckel, Ernst"
"Haeckel, Ernst"
"Fuseli, Henry"
"Schoolcraft, Henry Rowe"
"Buckley, E. F. (Elsie Finnimore)"
"Byers, S. H. M. (Samuel Hawkins Marshall)"
"Rosen, Erwin"
"Follen, Eliza Lee Cabot"
"Altsheler, Joseph A. (Joseph Alexander)"
"Gilman, Charlotte Perkins"
"Fosdick, Harry Emerson"
"Bennett, Arnold"
"McCulley, Johnston"
"Underhill, A. Leah (Ann Leah)"
"Hay, Ian"
"Coulthard, H. R."
"Montgolfier, Adélaïde de"
"Sullivan, Alan"
"Du Boisgobey, Fortuné"
"Nerval, Gérard de"
"Tracy, Louis"
"Anonymous"
"Hooker, William Francis"
"Wynter, Andrew"
"United States. Congress"
"Davis, Richard Harding"
"Bruce, Mary Grant"
"Orczy, Emmuska Orczy, Baroness"
"Baxter, Beverley"
"Cox, Palmer"
"Frost, John"
"Fern, Fanny"
"Hess, Alfred F."
"Graham, Stephen"
"Everett-Green, Evelyn"
"Various"
"Praed, Campbell, Mrs."
"Le Fanu, Joseph Sheridan"
"Bennett, Rolf"
"Edgar, John G. (John George)"
"Massachusetts. General Court. Committee on Railways and Canals"
"Mackintosh, Charles Henry"
"Rae, Janet Milne"
"Kock, Paul de"
"Ludlow, James M. (James Meeker)"
"Johnson, Richard"
"Thorne, Guy"
"Jamieson, John"
"Ross, Frederick"
"Douglas, Amanda M."
"Cox, Florence Tinsley"
"Johnston, Annie F. (Annie Fellows)"
"Lathrop, George Parsons"
"Lathrop, George Parsons"
"Yonge, Charlotte M. (Charlotte Mary)"
"Roberts, James A. (James Arthur)"
"Williamson, George Charles"
"Beveridge, Albert J. (Albert Jeremiah)"
"Wellcome, M. D., Mrs."
"Antin, Mary"
"Whittaker & Co."
"James, G. P. R. (George Payne Rainsford)"
"Various"
"Thorne, Guy"
"Clacy, Charles, Mrs."
"Kobbé, Gustav"
"Musick, John R. (John Roy)"
"Various"
"Holme, Constance"
"Carteret, John Dunloe"
"Smith, Ruel Perley"
"Smith, Ruel Perley"
"Johnston, Harold Whetstone"
"Aikman, William"
"Wharton, Marian"
"Davidson, Thomas"
"Ewald, Carl"
"Forbes, James"
