author
Jefferson, Thomas
Bente, F. (Friedrich)
Morris, Harrison S. (Harrison Smith)
Enock, C. Reginald (Charles Reginald)
Smith, William
Bridle, Augustus
Walker, Abbie Phillips
Phillips, George S. (George Searle)
Buckingham and Chandos, Richard Plantagenet Temple Nugent Brydges Chandos Grenville, Duke of
Spokeshave
Hutton, J. E. (Joseph Edmund)
Reed, Talbot Baines
Eley, P. H. (Peter Harden)
Pearson, T. Gilbert (Thomas Gilbert)
Ryerson, Egerton
Dedekind, Richard
Dennert, Eberhard
Sudraka
Russell, Edward J. (Edward John), Sir
Guthrie, Thomas
Mee, Cornelia
Hill, Grace Brooks
Albuquerque, Medeiros e
Bates, E. Katherine (Emily Katherine)
Spalding, John Lancaster
Whitney, Elliott
Thomas, Calvin
Binns, Ottwell
Rowlands, Walter
Collingwood, Harry
Euclid
Binet, Alfred
Lavis, F.
Hutcheson, John C. (John Conroy)
Vaizey, George de Horne, Mrs.
Brightwen, Mrs. (Eliza Elder)
Burgon, John William
Buntline, Ned
Birkhead, Alice
Wilson, Theodore P.
Hough, Lewis
Collado, Diego
Callcott, Maria, Lady
Miller, George Laing
Creswell, R. J. (Robert J.)
Davis, Thomas Osborne
Gray, John
Vasari, Giorgio
Lockwood, Frank, Sir
Bewsher, M. E., Mrs.
Power, Philip Bennett
Mitton, G. E. (Geraldine Edith)
Robertson, Margaret M. (Margaret Murray)
Walton, Amy
Holt, Emily Sarah
Reid, Mayne
Faxian
Michelson, Miriam
Mayne, Ethel Colburn
MacNaul, Willard C. (Willard Carey)
McHarry, Samuel
Nordlund, Karl
McCutcheon, John T. (John Tinney)
Pinkney, lieutenant-colonel (Ninian)
Waite, Arthur Edward
Briggs, Olive M. (Olive Mary)
Bloodgood, Wheeler P.
Babcock, Charles Almanzo
Colmenero de Ledesma, Antonio
Vincent, Leon H. (Leon Henry)
McLaughlin, James Fairfax
Smith, Theodore Clarke
Vonnegut, Kurt
Makins, George Henry
Baker, Henry E. (Henry Edwin)
A.L.O.C.
Herodotus
Stonehouse, James
Elliott, James, Sir
Arnot, William
Shairp, John Campbell
Morier, James Justinian
Kent, Charles
Munro, Neil
Farquhar, George
Gaunt, Mary
Kendall, May
Miller, Joaquin
Miller, Edwin L. (Edwin Lillie)
Baum, Paull F. (Paull Franklin)
Cooke, Ebenezer
Udall, Nicholas
Jackson, Percival
Kingston, Alfred
Allen, William H. (WIlliam Harvey)
O'Reilly, A. J. (Augustine J.)
Hawkes, Clarence
Ellis, Mary
Bray, William
Haslam, W. E.
Neville, Henry
Kains, M. G. (Maurice Grenville)
Ashford, Daisy
Schofield, John McAllister
Darroch, Alexander
Wyndham, Horace
Wilson, Robert Anderson
Beaumont, Grace
Sheehan, James
Wallace, Lew
Warschauer, Joseph
Aikin, Lucy
Becker, Carl L. (Carl Lotus)
Babson, Roger Ward
Pryer, William Stephen
Schmitz, James H.
Worley, George
Daniel, Mooshie G.
Paltock, Robert
Otway, Thomas
Fairham, William
Shaw, Wilfred Byron
Pascal, Théophile
Watson, Kate Heintz
Dodd, William Edward
Hooper, James
Scott, Kevin
Hunt, H. Ernest (Harry Ernest)
Johnson, William Henry
Turle, Frederica J.
Moore, Frank Frankfort
Kirk, John
Supino, I. B. (Igino Benvenuto)
Hone, William
Oldroyd, Osborn H. (Osborn Hamiline)
Teichner, Albert
Bent, J. Theodore (James Theodore)
Howard, Edward
Fahy, Patrick
Boucherie, Anthony
Bunner, H. C. (Henry Cuyler)
Laozi
Hall, Charles Winslow
Weir, James, Jr.
Rowe, Henry K. (Henry Kalloch)
Burke, Thomas
Pollyen, Howard D.
Hoare, Edward N.
Fuller, Henry Blake
Morrow, W. C. (William Chambers)
Rutherford, William G. (William Gunion)
Elliott, Calvin
Laumer, Keith
Landor, Walter Savage
Merryweather, F. Somner (Frederick Somner)
Love, Nat
McCarthy, Justin
Cadogan, Adelaide, Lady
Moorhouse, Herbert Joseph
Crawford, Mary Caroline
Windsor, William
Leigh, Felix
Jaques-Dalcroze, Émile
Norton, Minerva Brace
Cheyney, Edward Potts
Lynch, George
Perring, Mrs.
Meiklejohn, J. M. D. (John Miller Dow)
Mathews, Joanna H. (Joanna Hooe)
Burden, E. R.
Randall, Homer
Smith, A. Murray, Mrs.
Rhodes, Kathlyn
Herford, Oliver
Eells, Elsie Spicer
Burr, Fearing
Butler, Dugald
Goodwin, Maud Wilder
Barbour, A. Maynard (Anna Maynard)
Appleton, H. A.
Reynolds, Sir Joshua
Lloyd, C. G. (Curtis Gates)
Ladd, Adoniram Judson
Menefee, Maud
Ovid
Cory, William Johnson
Beeching, H. C. (Henry Charles)
Ashmore, Otis
Anderson, Elizabeth
Barnes, William
Garnier, Robert
Corrozet, Gilles
Barber, H. (Horatio)
Shackleford, H. K. (Harvey King)
Scott-Elliot, W. (William)
Cox, John
Stalker, James
Lover, Samuel
Murray, T. B. (Thomas Boyles)
Ambient, Mark
Stevens, George Alexander
Beecher, Catharine Esther
Shearon, Lillian Nicholson
Callwell, C. E. (Charles Edward), Sir
Baker, Charles Whiting
Daudet, Ernest
Bird, Isabella L. (Isabella Lucy)
Robinson, William J. (William Josephus)
Gomme, George Laurence
Brockett, L. P. (Linus Pierpont)
Bentley, E. C. (Edmund Clerihew)
Caird, Mona
Warren, Maude Radford
Uchard, Mario
Harrison, Harry
Maurice, Furnley
Seymour, Charles
Loubat, J. F. (Joseph Florimond)
Sanderson, R. E. (Robert Edward)
Strong, Harrington
Rothery, Agnes
Cornell, Frederick Carruthers
Goodale, S. L. (Stephen Lincoln)
Reggio, Isaac Samuel
Makellar, Archibald
Blackwell, Sarah Ellen
Yájnavalkya
Blakely, Gilbert Sykes
Galsworthy, John
Sigurjónsson, Jóhann
Knox, John
Chamisso, Adelbert von
Lee, Minnie Mary
Ware, William
Knaresbrough Rail-Way Committee (Knaresborough, England)
Taylor, David C. (David Clark)
Read, Edyth Ellerbeck
Dostoyevsky, Fyodor
Courtenay, Calista McCabe
Lee, R., Mrs.
Hofland, Mrs. (Barbara)
Stevens, George T. (George Thomas)
Wilkinson, J. (John)
Playtner, H. R.
Basile, Giambattista
Arundel, Louis
Adler, Felix
Hart, George
Kemp, William, active 1600
Cholmeley, R. E.
Baring-Gould, S. (Sabine)
Gunn, James E.
Johnston, Henry Phelps
Gerard, James W. (James Watson)
Fosdick, Harry Emerson
Rashdall, Hastings
Gibbons, Herbert Adams
Wither, George
Inchbald, Mrs.
Potter, Margaret Horton
Curry, S. S. (Samuel Silas)
Knowles, Robert Edward
Jackson, Leroy F. (Leroy Freeman)
Blunt, John Henry
Lermina, Jules
Mitchell, Alexander F. (Alexander Ferrier)
Cruttwell, C. R. M. F. (Charles Robert Mowbray Fraser)
McCormack, Mary A.
Richards, John N.
Sherman, John
Howard, J. Q. (James Quay)
Smith, Grafton Elliot, Sir
Sterrett, Frances R. (Frances Roberta)
Dawson, W. F. (William Francis)
Ostwald, Hans
Jusserand, J. J. (Jean Jules)
Lees, J. Cameron (James Cameron)
Austin, Jane G. (Jane Goodwin)
Williams, John H. (John Harvey)
Powers, Paul S. (Paul Sylvester)
Lever, Charles James
Warner, Anna Bartlett
Moore, Edward Alexander
Gleichen, Edward, Lord
Wilmot-Buxton, H. J. (Harry John)
Canning, George
Creswell, John A. J. (John Angel James)
Lowe, Samuel E. (Samuel Edward)
Clark, George Washington
Vandercook, Margaret
Powers, Mabel
Finn, James
Bates, Joseph
Beadle, Charles
Keifer, Joseph Warren
Coppel, Alfred
Alexander, Archibald B. D. (Archibald Browning Drysdale)
Innes, A. Taylor (Alexander Taylor)
Jack, George
Hall, Herbert J. (Herbert James)
Beard, Daniel Carter
Vandenburg, G. L.
Canton, William
Jackson, Gabrielle E. (Gabrielle Emilie)
Francatelli, Charles Elmé
Bayne, Samuel G. (Samuel Gamble)
Keyworth, J. W.
English, Douglas
Dent, John Charles
Meek, S. P. (Sterner St. Paul)
Knowles, James
Perry, Ralph Barton
Burton, John Hill
Stewart, Charles D. (Charles David)
Purves, George Tybout
Oppenheim, L. (Lassa)
Schmid, Rudolf
Vermigli, Pietro Martire
Lanciani, Rodolfo Amedeo
Vincent, Harl
Charlier, C. V. L. (Carl Vilhelm Ludwig)
Leamy, Edmund
Kelley, J. D. Jerrold (James Douglas Jerrold)
Foley, Kate M.
Ernst, Paul
Froest, Frank
Morison, William
Sparks, David R.
Sullivan, W. R. Washington (William Robert Washington)
Moreton, Charles
Weatherly, Frederic Edward
Marzials, Ada M.
Terence
Trotter, I. Lilias (Isabella Lilias)
Poole, Bertram W. H. (Bertram William Henry)
Smith, Mrs. A. Burnett
Richardson, James Hugh
Baker, Sarah S. (Sarah Schoonmaker)
Rippey, Sarah Cory
Murray, David Christie
J. L. B.
Walk, Charles Edmonds
Cumont, Franz Valery Marie
Simak, Clifford D.
Tagore, Rabindranath
MacBeth, R. G. (Roderick George)
Hamilton, Levi Jackson
Crowther, Mary Owens
Winterbotham, R. R. (Russell Robert)
Waldeyer, Graph
Fuller, Anna
Jones, Edward Smyth
Moule, H. C. G. (Handley Carr Glyn)
Anderson, Poul
Ginther, Pemberton
Mathews, Cornelius
West, John
De Koven, Anna
Fox, Frank
Crellin, H. N. (Horatio Nelson)
Massé, H. J. L. J. (Henri Jean Louis Joseph)
Hawes, Stephen
Kainen, Jacob
Winslow, Helen M. (Helen Maria)
Guyon, Jeanne Marie Bouvier de la Motte
Bennet, Robert Ames
Eustace, Robert
Boone, Silas K.
Thorndike, Ashley Horace
Stevens, Isaac Newton
Bailey, John Cann
Robinson, Eliot H. (Eliot Harlow)
Petrucci, Raphaël
Black, Margaret Moyes
Weinbaum, Stanley Grauman
Fairbanks, Harold W. (Harold Wellman)
Scott-James, R. A. (Rolfe Arnold)
Taylor, C. Bryson
Edman, Irwin
Allison, Samuel B. (Samuel Buell)
Meyer, Zoe
Delafield, John
Wallace, F. L. (Floyd L.)
Tennyson, A. B. S. (Alfred Browning Stanley)
Bryce, James Bryce, Viscount
Nichols, George Herbert Fosdike
Reese, A. M. (Albert Moore)
Studd, C. T. (Charles Thomas)
Garrett, Randall
Florian
Janifer, Laurence M.
Morton, Edward
Fleury de Chaboulon, Pierre Alexandre Édouard, baron
Fyfe, H. B. (Horace Bowne)
Hughes, Vincent
Bronson, Edgar Beecher
Amos, Flora Ross
Bonsels, Waldemar
Hecht, Ben
Sharswood, George
Coyne, James H. (James Henry)
Abercrombie, John
Hutton, William Holden
Merriam, George Spring
R. M.
Meyer, F. B. (Frederick Brotherton)
Berens, E. M.
Young, Arthur
Gilbert, Henry
Adams, Joseph Quincy
Searchfield, Emilie
Foxe, John
Hopkins, Gerard Manley
Stuart, Florence Partello
Sullivan, May Kellogg
Martineau, Harriet
Leblanc, Georgette
Baerlein, Henry
Ordway, Edith B. (Edith Bertha)
Ruch, G. M. (Giles Murrel)
Cole, Everett B.
Jones, Owen
Ayres, Alfred
Watson, Paul Barron
Pullan, Leighton
Lande, Irving W.
DeKy, Thornton
Leftwich, Edmund Harry
Wolf, George D.
Fort, Charles
Sackville-West, Vita (Victoria Mary)
Shepherd, Ambrose
Rockwell, F. F. (Frederick Frye)
Northcote, Rosalind
Orr, Lucinda Lee
Trusler, John
Merliss, Reuben (Reuben Robert)
Clifton, Mark
McCombie, William
Mead, Harry H.
Samachson, Joseph
Wilson, John Dover
Jones, Raymond F.
Sampson, Emma Speed
Mackie, J. Milton (John Milton)
Charless, Charlotte Taylor Blow
Austen-Leigh, William
Wellman, Manly Wade
Talmage, James E. (James Edward)
Brackett, Leigh Douglass
Cocking, Ron
Godwin, Tom
Strickland, W. P. (William Peter)
Pohl, Frederik
Knight, Damon
Keysor, Jennie Ellis
Stockley, Cynthia
Sumner, Charles
Wood, Thomas
Leiber, Fritz
Howard, Francis E. (Francis Edward)
De Leon, T. C. (Thomas Cooper)
Oakey, Daniel
Cowling, Henry
Alexander, De Alva Stanwood
Hayens, Herbert
Harmon, Jim
Cole, Les
Bailey, William Francis
Karpinski, Louis Charles
Hale, Horatio
Russell, John E. (John Edwards)
Penniman, James Hosmer
Harper, Henry Howard
Koopman, Harry Lyman
Roberts, W. (William)
Spofford, Ainsworth Rand
Cross, C. F. (Charles Frederick)
Sprague, Charles
Shabeeny, Abd Salam, active 1820
Wright, Joseph
Snyder, Jean M.
O'Neill, Eugene
Lerrigo, Charles Henry
Moukhanoff, Michael
Babcock & Wilcox Company
Kompert, Leopold
Hauff, Wilhelm
Auerbach, Berthold
Senarens, Luis
Devereux, Margaret
Abbott, G. F. (George Frederick)
Spivak, John L. (John Louis)
Cresee, Franklin Allison
Hawaii
United States. Patent Office
Furniss, Harry
Burnet, John
Mason, Walt
Lang, Jean
Palliser, Bury, Mrs.
Bellamy, Edward
Allan, P. B. M. (Philip Bertram Murray)
Scott, Duncan Campbell
Rose, Elise Whitlock
Hansen, Marcus Lee
Raleigh, Walter
Du Chaillu, Paul B. (Paul Belloni)
Quigg, Lemuel Ely
Custance, Olive
Fanny, Aunt
Smith, John Bernhard
Burn Murdoch, W. G. (William Gordon)
Niemann, Karen
Apjohn, Fannie Louise
Hogg, James
Baird, Henry Martyn
Presland, John
Jennings, Robert
Gillie, E. A.
Baker, B. Granville (Bernard Granville)
McGibeny, Donald
Carus, Paul
Threlfall, Richard
May, Robert
Godin des Odonais, Jean
Marty, Aletta E.
Power, Tyrone
Pennell, Elizabeth Robins
Hall, Nathan Kelsey
Powers, Melvin
Foreman, John, F.R.G.S.
Gray, Joslyn
Fleming, Brandon
Williams, Howard
Myers, Anna Balmer
Wheldon, Rupert H.
Hamilton, George, surgeon
Mitford, Mary Russell
Arnold, C. D. (Charles Dudley)
Mukerji, Dhan Gopal
Fenollosa, Mary McNeil
Barnett, Lionel D. (Lionel David)
Huizinga, Johan
Moore, Harry
Keppel, Henry, Sir
Widdemer, Margaret
Maine, Henry Sumner, Sir
Jacobs, Emilie Van Beil
Whitehill, Dorothy
Coffin, Charles Carleton
Levinger, Elma Ehrlich
Code, Mary L.
Whitman, Stephen French
Larcom, Lucy
Scott, Morgan
Floyd, William
Blish, James
Julian, George Washington
Gilmore, James R. (James Roberts)
Stuck, Hudson
Budrys, Algis
Markham, Gervase
Ball, Robert S. (Robert Stawell)
Harker, L. Allen (Lizzie Allen)
Chaplin, Heman White
Carryl, Guy Wetmore
Henney, Nella Braddy
Procter, Adelaide Anne
Seacole, Mary
Wilkinson, William Cleaver
Mayer, Brantz
Abbey, Henry
Romero, George A.
Mérimée, Prosper
Schnitzler, Arthur
Zschokke, Heinrich
Marcy, Randolph Barnes
Work, Milton C. (Milton Cooper)
Winton, Julia de
Lowndes, Robert W.
Wagner, Charles
Arnold, Allan
Chapman, J. Wilbur (John Wilbur)
Cullom, Shelby M. (Shelby Moore)
De Morgan, Augustus
Cutten, George Barton
Aycock, Roger D.
Smith, Evelyn E.
Synge, M. B. (Margaret Bertha)
Archer, Richard
Hodson, Thomas
Remondino, P. C. (Peter Charles)
MacApp, C. C.
Clinton, Ed M.
Banta, Frank
Mohler, Will
Sillars, John
Tevis, Walter S.
McConnel, John Ludlum
Smith, Harriet L. (Harriet Lummis)
Shaw, Larry T.
Carroll, William
Lafferty, R. A.
Hoffman, Charles Fenno
O'Brien, Fitz James
Ludlow, Fitz Hugh
Lefevre, Edwin
Stoddard, Lorimer
Hayes, Augustus Allen
Flagg, Edmund
Urban, Helen M.
Boutell, Charles
Reynolds, Mack
Vaders, Henrietta
Long, Helen Beecher
Herbert, Frank
Stanwood, Avis A. Burnham
Eschstruth, Nataly von
Niese, Charlotte
Wildenbruch, Ernst von
Lee, Robert E. (Robert Edward)
Lee, Hannah Farnham Sawyer
Young, Robert F.
Jowett, John Henry
Spearman, Frank H. (Frank Hamilton)
Lockhart, Caroline
Strange, Michael
Danckaerts, Jasper
Farnham, Albert Burton
Shirley, Dame
Dorset, Catherine Ann Turner
Cecil, Sabina
Lawrence, Robert Means
Farningham, Marianne
Glad, Victoria
Coybee, Eden
Peterson, Don
Brackett, Anna C. (Anna Callender)
Rose, Joshua
Best, Harry
Flickinger, Robert Elliott
Ing, Dean Charles
Duff, J. L.
Senior, William
Tourtel, Mary
Masters, Maxwell T. (Maxwell Tylden)
La Spina, Greye
Young, Rose E. (Rose Emmet)
Taylor, Rachel Annand
Cavins, Elmer W. (Elmer Warren)
Warner-Sleigh, Mrs.
March, Eleanor S.
United States. Bureau of Animal Industry
Taylor, J. A.
Cozzens, Frederic S. (Frederic Swartwout)
Philip, Alexander
King, Cecil S.
Kropotkin, Petr Alekseevich, kniaz
Mayfield, M. I.
Haseman, Leonard
French, Henry F. (Henry Flagg)
Taylor, James Hudson
Yaco, Murray F.
Delamotte, F. (Freeman)
Bell, M. C.
Bakewell, Esther
Phillips, E.
George, G. M.
Hunter, Richard
Archer, Jean C.
Karrik, Valerian Viliamovich
Taggart, Mabel G.
MacNutt, Francis Augustus
Kent, John
Sumner, George Henry
Chatelain, Clara de
American Sunday-School Union
Boare, G.
Bergengren, Ralph
Dandy, Jacky
Crosland, T. W. H. (Thomas William Hodgson)
Thomson, J. Pringle (James Pringle)
Frith, Henry
Salza, Giuseppe
Church, Samuel Harden
Hardart, F. E.
Martin, George Madden
Lee, John Doyle
Evans, Christopher
Greene, Julia
Hall, Edith King
Taine, Hippolyte
Glen, M. A.
Jephson, Harriet Julia Campbell, Lady
Ferris, Benjamin
Friendly, Aunt
Pound, Ezra
Robertson, Morgan
Metcalfe, Francis
Gilson, Jewett C. (Jewett Castello)
Jones, Henry Festing
Holden, Edward S. (Edward Singleton)
Armstrong, William H.
Long, Frank Belknap
Smith, Jewell Ellen
Neville, Kris
Allen, James Edgar
La Monte, Robert Rives
Sherman, Henry A.
Sweetser, Arthur
Devol, George H.
Sabia, Richard
Gimble, Stanley
Harris, Corra
Nichols, J. L. (James Lawrence)
Palmer, Alice Freeman
Flagg, James Montgomery
Knight, Alice J.
Converse, Florence
Lindsay, Norman
Mastin, John
Crane, Thomas Frederick
Woodward, Ashbel
Moore, John Trotwood
Prus, Bolesław
Two-Shoes, Margery
La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne)
Douglas, Jack
Crane, Frank
Carrington, Hereward
Waller, Mary E. (Mary Ella)
Windsor, H. H. (Henry Haven)
White, Gleeson
V. M.
Foster, W. Bert (Walter Bertram)
Stanton, Henry
Agee, Alva
Leslie, Madeline
Keats, John
Gray, Lucy
Arthur, Robert
Creswicke, Louis
Roy, Lillian Elizabeth
Saxby, Jessie Margaret Edmondston
Higginbottom, John
Burnett, Alfred
Grabo, Carl Henry
Ingram, Eleanor M. (Eleanor Marie)
Taylor, Richard
Jameson, Helen Follett
Snyder, Charles M.
Pertwee, Roland
Washington, Booker T.
Edmondson, G. C.
Cox, Joseph Bradford
Donne, John
Parkinson, James
Pain, Barry
Winslow, Margaret E.
Sergeant, Adeline
Hardy, Robina F.
Clark, Daniel
Mowry, Sylvester
Whiting, Lilian
Cooper, William
Neufeld, Charles
Chaucer, Geoffrey
Weiss, George Henry
Lee, Day Kellogg
Brown, Arthur, Rev.
Spicer, William A.
Hamilton, Gail
Canada. Post Office Department
Fox, Frances Barton
Hine, C. G. (Charles Gilbert)
Beck, C. C. (Charles Clarence)
Lakeland, R.
Thomas, Theodore Lockhard
McNeile, H. C. (Herman Cyril)
Young, Filson
Hall, E. Raymond (Eugene Raymond)
Spielmann, M. H. (Marion Harry)
Ostrander, Isabel
Havens, Munson Aldrich
W. B.
Stuart, Esmè
Henderson, Archibald
Terhune, Albert Payson
Jacobs, Caroline Elliott Hoogs
Walker, Anne
Donovan, Francis
Martin, Robert J.
Houghton, W. (William)
Barksdale, Lena E.
Ritchie, Lily Munsell
Poole, William Frederick
Weekley, Ernest
Devereux, W. Cope
MacCaffrey, James
Pater, Walter
Mann, William W.
Hayes, I. I. (Isaac Israel)
Thurston, I. T. (Ida Treadwell)
Young, E. H. (Emily Hilda)
Burnett, Emma L.
Lorimer, Norma
Winter, Alice Ames
Harris, Robert A., Ph.D.
Napheys, George H. (George Henry)
Egan, Maurice Francis
Marbot, Jean-Baptiste-Antoine-Marcelin, baron de
Turner, Nancy Byrd
Duchochois, Peter C.
Boynton, Henry Walcott
Stone, William L. (William Leete)
Herrick, Bertha F.
Tooker, William Wallace
Foster, Edith Francis
Chesterton, Cecil
Rangachari, K.
Green, Percy B.
Jones, Paul
Mairet, Ethel M.
Dooley, William H. (William Henry)
Worst, John H. (John Henry)
Leale, Charles Augustus
Cory, John
Stoddard, Lothrop
Kuykendall, Roger
O'Keefe, John
Martino, Joseph Paul
Hubbard, L. P.
Boreham, Frank
Chrétien, de Troyes, active 12th century
Raymond, Ethel T.
Richardson, Robert S. (Robert Shirley)
Cox, Irving E.
Beibitz, J. H. (Joseph Hugh)
Schmid, Christoph von
Claridge, John
Pyle, Katharine
Marlowe, Amy Bell
Van-Anderson, Helen
Golden, M. (Meletios)
Mason, David
Palamas, Kostes
Kastle, Herbert D.
Garrison, William Lloyd
Duffy, Edward
Anstey, F.
Dos Passos, John
Murrey, Thomas J. (Thomas Jefferson)
Peachey, Emma
Kallis, Stephen A.
Chambers, George F. (George Frederick)
Binning, Hugh
Bennett, Ethel Hume
Champness, Thomas
Moore, Ward
Lavell, Edith
Ford, Robert
Berryman, John
Purdom, Tom
Pope, Alexander
Gildersleeve, Basil L. (Basil Lanneau)
Wannamaker, Jim
Groves, Anthony Norris
Redmond-Howard, L. G., (Louis George)
Weller, Ella Fraser
Smyth, Albert Henry
McManus, Thomas
Fea, Samuel
Purdon, Katherine Frances
Amott, Lennox
Field, Claud
Drake, Francis S. (Francis Samuel)
Painter, F. V. N. (Franklin Verzelius Newton)
Cole, Lawrence Thomas
Nicholls, H. G. (Henry George)
Sanchez, Nellie Van de Grift
Buckrose, J. E.
Dobson, Austin
Colcock, Annie T.
Bacon, Francis
Dunaway, Wayland Fuller
Kohl, Edith Eudora
Thayer, Ella Cheever
Holland, Rupert Sargent
Griswold, Stephen Morrell
Sloane, William Milligan
Nordenskiöld, A. E. (Adolf Erik)
Fowler, Orin
Warner, Agnes
Hyde, William De Witt
Peabody, Francis Greenwood
Leathley, Mary Elizabeth Southwell Dudley
Carryl, Charles E. (Charles Edward)
Sherwood, Margaret Pollock
Von Wald, E. G.
Sprague, Homer B. (Homer Baxter)
Driggs, John B. (John Beach)
Williams, Ralph
Punshon, William Morley
McComas, J. Francis
Bates, Henry Walter
Saunders, William
Wainwright, Jonathan Mayhew
Gentile, Maria
Paine, Albert Bigelow
Kennedy, James
Keyes, Hervey
Wicks, Robert
Ross, Edmund G. (Edmund Gibson)
Snow, S. T.
Beeckman, Ross
Linn, William Alexander
Byrne, Mary Agnes
Force, M. F. (Manning Ferguson)
Johnson, Charles, active 1724-1731
Maclise, Joseph
Connor, W. J.
Australia. Queensland. Department of Ports and Harbours
Turner, Lilian
Child, Richard Washburn
McRae, Charles
Huse, Caleb
Billings, E. R.
Goodwin, T. A. (Thomas Aiken)
Flipper, Henry Ossian
Drummond, Hamilton
Smith, E. Boyd (Elmer Boyd)
Hallowell, James Mott
Gordon, Nathaniel
Adams, H. S. (Henry Sherman)
Acheson, Arthur
Greville, Charles
McClymont, James Roxburgh
Steiner, Rudolf
Turner, Ethel Sybil
Bancks, Gerard W.
Timlow, Elizabeth Weston
Baily, Peter
Mackay, Charles
Cook, Theodore Andrea
Miller, Leo E. (Leo Edward)
Muzzey, A. B. (Artemas Bowers)
Williamson, Mabel
Bates, Clara Doty
Ignatius, of Loyola, Saint
Grier, Sydney C.
Rains, George Washington
French, John Denton Pinkstone, Earl of Ypres
Smith, Henry Bascom
FitzPatrick, R. C.
Olney, Warren
Roger, Charles
How, F. D. (Frederick Douglas)
Ficke, Arthur Davison
